Date,Close,High,Low,Open,Volume,RSI,SMA_50,EMA_20
2020-03-13,169.48123168945312,169.98883386112942,156.86071963923848,162.76289528996463,35028600,37.92800676505666,204.5388070678711,185.80286964253918
2020-03-16,145.3250732421875,158.38353869359048,142.42873536288815,151.60548629159945,39120400,29.6210613262743,203.26938995361328,181.94784141393427
2020-03-17,148.71908569335938,153.21788713204242,139.34327568073533,150.03290101106796,34255600,31.878599743734497,202.08994873046876,178.78319801197478
2020-03-18,146.27064514160156,147.48490838030915,136.45689592763517,139.09445920438958,37553100,31.10349143116848,200.7833071899414,175.68676440527258
2020-03-19,152.4116973876953,159.17978756398122,144.1207702158112,145.93222499984623,39862300,35.34942744224753,199.59032989501952,173.47009135597952
2020-03-20,149.0276336669922,158.5228913921021,147.30575310273773,155.2881366786974,32568400,34.1022183041091,198.28667388916017,171.14223824274265
2020-03-23,147.40528869628906,151.59553164206548,141.58272419240208,148.95796851406902,29830800,33.49213506685339,196.88925964355468,168.88157638117565
2020-03-24,160.224853515625,160.55330733873305,151.85431558698232,154.4819309846351,30440400,42.27937081259128,195.75301483154297,168.05712658445654
2020-03-25,155.47726440429688,162.22545989474602,152.3420311589165,158.17454396313042,35184300,40.163008427694855,194.4451791381836,166.85904447206036
2020-03-26,162.5737762451172,163.23068386168626,156.28343095950427,157.5076568360479,26556800,44.62502854231048,193.33600677490233,166.45092368854196
2020-03-27,156.05450439453125,159.33902740489134,154.0240805481914,157.4578938460723,24879900,41.55906895668916,192.05484497070313,165.4607885176838
2020-03-30,165.1715545654297,165.96780494292827,157.31856578161563,158.43330719778598,22515200,47.03910221617833,190.9436819458008,165.43324242699293
2020-03-31,166.01756286621094,170.1281791701588,163.42975310094974,164.70374754892737,23676300,47.53077445214357,189.8420736694336,165.48889199263274
2020-04-01,158.85134887695312,163.37999342987356,157.29865382162922,160.86186245632155,19507600,43.81977948227684,188.61107574462892,164.85674502923467
2020-04-02,157.4479522705078,160.5931327375902,155.18859631356824,158.35368721548863,20886300,43.10992701588403,187.35439849853515,164.15114571887975
