Date,Close,High,Low,Open,Volume,RSI,SMA_50,EMA_20
2020-03-13,151.7501220703125,154.6928321908884,134.45692743443067,140.92515738418072,92727400,46.398611312959424,160.96092346191406,156.33359376957662
2020-03-16,129.38363647460938,142.6927127341317,128.98235977142238,133.759484207401,87905900,36.89604760736979,160.48775054931642,153.76693117005595
2020-03-17,140.0365753173828,140.92511310054996,128.9823069055881,133.75942938357286,81059800,42.894886192956065,160.2657485961914,152.45927823170615
2020-03-18,134.14161682128906,139.49200076424364,129.00144204905686,131.8486034620933,81593200,40.59513623529508,159.91803436279298,150.71473904976168
2020-03-19,136.3486328125,143.45697863807555,132.80400160681853,136.4059559482402,85922700,41.85208806692714,159.64209259033203,149.34653845573678
2020-03-20,131.22756958007812,140.54295907078898,129.803981732681,139.4919862198754,84866200,39.750357632912895,159.2158981323242,147.62092237234071
2020-03-23,129.91868591308594,134.30409769204573,126.61292361540984,130.9027724853966,78975200,39.20840091226615,158.7254132080078,145.93499509050693
2020-03-24,141.72769165039062,142.93153606152444,134.97284683336954,137.34229592629205,82516700,46.31950515585966,158.4854006958008,145.53429952478155
2020-03-25,140.3709716796875,147.45067102057814,138.00152290229354,142.27227176275815,75638200,45.65869225399952,158.18128326416016,145.04255401572496
2020-03-26,149.15133666992188,149.67682312192036,141.75634492932605,141.78500650137846,64568100,50.573242281255986,158.07468841552733,145.433866649458
2020-03-27,143.02708435058594,147.98574121163722,142.5493719682669,144.98570803381887,57042300,47.35620734477134,157.8255987548828,145.20464928766066
2020-03-30,153.08770751953125,153.44122459952303,143.32326515890932,145.6449549415778,63420300,52.68126810602574,157.7207437133789,145.955416738315
2020-03-31,150.6800537109375,157.43489955967067,149.58130642853416,152.29470939927032,77927200,51.342791704088064,157.55001251220702,146.40538216427905
2020-04-01,145.32965087890625,150.71824557331107,144.09715943746545,146.1799782739562,57969900,48.39988846486126,157.2837078857422,146.3029315656721
2020-04-02,148.33924865722656,148.54944327874793,143.65767298579703,145.09081018055613,49630700,50.13141907499214,157.09284118652343,146.49686652677252
2020-04-03,146.9729766845703,150.36473713146398,145.4060808307808,148.18637008055234,41243300,49.322256375547724,156.85521087646484,146.5422103513247
2020-04-06,157.9030303955078,159.0781985913757,150.55581276462382,153.17368146121848,67111700,55.509071587475994,156.86819549560548,147.6241932126755
2020-04-07,156.202392578125,162.42220225132698,155.98263439611668,162.0304746176157,62769000,54.39633157090997,156.89976318359376,148.44116458081353
2020-04-08,157.76927185058594,159.24061934785263,156.21192505793775,158.2851947297613,48318200,55.285705736534695,156.90206848144533,149.32955574936327
2020-04-09,157.77880859375,159.90940124459578,156.0494925019006,158.9444277035774,51385100,55.2914208496866,156.85540008544922,150.1342464964477
2020-04-13,158.13235473632812,158.18969247085818,155.065449266435,157.0240730387156,41905300,55.51840186520607,156.72547454833983,150.895971090722
2020-04-14,165.957275390625,166.00504954362867,160.51135725657332,161.46678200214816,52874300,60.320030015759954,156.80064178466796,152.33038102404612
2020-04-15,164.21839904785156,165.83306909340988,161.69607846989396,163.5687026830469,40940800,58.80100020999053,156.7619470214844,153.4625732167895
2020-04-16,169.14837646484375,169.37768363300282,165.19291893049618,166.53052221015562,50479600,61.74258444357105,156.71246826171875,154.95645924041372
2020-04-17,170.6388702392578,171.9764590896159,168.03055011312193,171.49874670325588,52765600,62.61174445862419,156.69699157714842,156.45002219268457
2020-04-20,167.2566375732422,170.7821568785883,167.18976542835566,168.75666127755133,36669600,59.31844038714941,156.5427896118164,157.47922365749957
2020-04-21,160.3394012451172,165.928627728231,158.70561837859108,165.7662072572987,56203700,53.15994821753656,156.24528869628907,157.75162152298697
2020-04-22,165.78529357910156,166.2438933407857,163.20564987402096,163.75023435752894,34620200,56.949469078325784,155.9650436401367,158.51673314737883
2020-04-23,163.77890014648438,167.25664546755797,163.29163879831881,166.34899491926967,32790800,55.178272497409935,155.72585021972657,159.0178919091984
2020-04-24,166.7693634033203,166.77891240081914,163.10053651392056,164.39035095012312,34277600,57.309432562138504,155.5413214111328,159.75612728959095
2020-04-27,166.2916717529297,169.0146233975165,165.575103228782,168.7184440734486,33194400,56.84447894424179,155.3662957763672,160.37856009562321
2020-04-28,162.2406768798828,167.83946658136614,161.83940022834474,167.76303085079343,34392700,52.923194887757695,155.0789974975586,160.55590455126696
2020-04-29,169.52102661132812,169.7598828273134,164.2184302793562,165.49869609816693,51286600,58.46813296713923,154.90148040771484,161.40972569984422
2020-04-30,171.22166442871094,172.3586075592464,168.37448836722226,171.97644351621543,53875900,59.66331537507507,154.74727478027344,162.3441960549744
2020-05-01,166.7885284423828,170.67710012643187,166.2534782630775,167.9636969637752,39370500,55.20362945697019,154.55905639648438,162.76746580615614
2020-05-04,170.86813354492188,171.02100498120467,166.05279993099475,166.7120452436695,30372900,58.2931827861017,154.5638330078125,163.5389579717529
2020-05-05,172.70262145996094,175.46379918610373,171.880955359173,172.568862540234,36839200,59.64113117875828,154.75243438720702,164.4116878277727
2020-05-06,174.4032440185547,175.989252753094,173.53381849321485,173.96375675583366,32139300,60.90264315700851,155.02893463134765,165.36326460784719
2020-05-07,175.41600036621094,176.32365101697832,174.44146298122487,175.96058492522113,28316000,61.670997641335575,155.28556243896483,166.32066801340562
2020-05-08,176.4478302001953,176.7535731081761,175.1866771513351,176.73446053177125,30877800,62.48002746987143,155.79193725585938,167.28515965024275
2020-05-11,178.41600036621094,179.15166683351373,174.69939914466133,174.98601487029987,30892700,64.0392393500017,156.26448974609374,168.3452397184302
2020-05-12,174.37457275390625,178.7026458758745,174.17394171252047,178.4733532571479,32038200,58.649545261515335,156.45022430419922,168.91946191228504
2020-05-13,171.73756408691406,175.845892596929,168.67064484495472,174.41275576171134,44711500,55.37470007409163,156.74143798828126,169.18785259558305
2020-05-14,172.48281860351562,172.6356900532144,167.84900301256042,169.6260935240931,41873900,56.12040409945967,156.93214050292968,169.50165888205282
2020-05-15,174.99560546875,178.7217562636514,169.11018534979667,171.07835805575098,46610400,58.63056003250493,157.2548828125,170.0248918903097
2020-05-18,176.66757202148438,177.900063380911,175.75992153773632,177.47012521267487,35264500,60.25958267382498,157.7008755493164,170.6575280932787
2020-05-19,175.44464111328125,178.28225361895426,175.31088223935092,176.7822298525847,26799100,58.44671297543038,158.33164672851564,171.11344361899324
2020-05-20,177.87814331054688,178.0601818801643,176.2302352118949,177.0637648525395,31261300,60.96338774836801,158.8142706298828,171.75770073247455
2020-05-21,175.7416229248047,178.84582532566492,175.60749153447756,177.62905260105265,29119500,57.66146170941945,159.3934649658203,172.13712189364887
2020-05-22,175.81829833984375,176.72849143363786,174.88895405824258,175.51171852342944,20826900,57.74990394802984,160.25260345458983,172.48771012661982
2020-05-26,173.9595947265625,178.68294931866993,173.50929336303108,178.5296521269944,36073600,54.763466070778186,160.69679290771484,172.62788961232866
2020-05-27,174.1895751953125,174.36203823956552,169.19795641461928,172.6470564881608,39517100,55.07304733958725,161.5929116821289,172.77662157261284
2020-05-28,173.7967071533203,176.4314423283632,172.81947045060082,173.1643818219209,33810200,54.38829857343255,162.26811431884767,172.87377258029926
2020-05-29,175.5691680908203,176.54641939540448,172.84820877608945,175.070959536825,42130400,56.98671873988203,163.0966653442383,173.13047691463458
2020-06-01,175.1668243408203,175.32969716858202,173.85425150465133,174.8889712787577,22622400,56.20400023342809,163.87302917480469,173.3244147647475
2020-06-02,177.1595916748047,177.24581586039318,173.74880966543196,176.52725174204025,30794600,59.193543570696974,164.7916696166992,173.68966970856246
2020-06-03,177.59072875976562,178.14642010374402,175.88533774031194,177.07336902253033,27311000,59.83238043985014,165.74511047363282,174.06119914201037
2020-06-04,175.25303649902344,178.05064502079156,174.65902803636578,176.57519945833528,28761800,54.820922704328254,166.41561737060547,174.1747074617259
2020-06-05,179.3536376953125,179.86142193992043,174.3811706403524,174.96560349423308,39893600,60.992801995937356,167.19527069091797,174.66793891254366
2020-06-08,180.46502685546875,180.64706548139716,176.70933258630433,178.14646116671443,33211600,62.488512881528976,167.8215444946289,175.22004252615557
2020-06-09,181.84466552734372,182.706936794211,179.4111197061566,180.12010837438186,29783900,64.31762584785133,168.59789611816407,175.8509590024592
2020-06-10,188.58958435058597,190.19917591724314,183.00394300463498,183.1189232288996,43872300,71.60691102288355,169.30793365478516,177.06416141656652
2020-06-11,178.46263122558594,187.55485535553444,178.27101700535871,185.0350998520521,52854700,53.82735246959953,169.86358520507812,177.1973490174255
2020-06-12,179.87098693847656,183.6841633450866,177.4182756432563,182.55361479083015,43373600,55.482787864681235,170.55441192626952,177.45198120038276
2020-06-15,181.02073669433597,182.8219427093576,176.29736601214492,176.8434819453404,32770200,56.84314487320477,171.20804168701173,177.79186267599735
2020-06-16,185.4566345214844,187.38238129288425,183.43507334347268,184.805128718821,42556700,61.70527707048858,171.97771484375,178.52184094699612
2020-06-17,186.0985412597656,188.09136094484612,185.571591286918,186.855422406783,25687800,62.366019524263216,172.54162506103515,179.24343145297416
2020-06-18,188.0913848876953,188.25425769653995,185.8686191262758,185.8686191262758,23061600,64.4186093378311,173.17940490722657,180.08609368485236
2020-06-19,186.97042846679688,190.93690289131283,186.2231227505278,190.26624578943395,44441100,62.35837329106448,173.76342803955077,180.74174461646612
2020-06-22,192.16323852539065,192.3452625118136,187.04705023846324,187.58357584297067,32818900,67.53780293423503,174.4511166381836,181.8295059411256
2020-06-23,193.4470977783203,195.40158628078228,192.98720609131763,193.619546196525,30917400,68.68507034308129,175.15741149902342,182.93594325895367
2020-06-24,189.54766845703125,194.73091552273308,188.3213199494767,193.1500799897967,36740600,61.567869918893685,175.62921936035156,183.5656313730563
2020-06-25,191.94287109375,192.2015583065436,187.27699876624453,189.50934003249893,27803900,64.0331971587115,176.18370880126952,184.3634637274081
2020-06-26,188.10096740722656,191.51175016326752,186.71174606480238,191.35845294251277,54675800,57.64563099658322,176.5627606201172,184.71941645881935
2020-06-29,190.1224822998047,190.2087064831707,185.4374449536728,187.5739714504555,26701600,59.911650069563805,176.95243286132813,185.2339941579608
2020-06-30,194.9799652099609,195.83266067806832,189.45182267389592,189.58595405250077,34310300,64.78681855094129,177.5068994140625,186.16218187719892
