Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2020-01-02,153.0422821044922,153.1470931177711,150.86032587757265,151.28909291774593,22622100
2020-01-03,151.1366729736328,152.4039284141965,150.6030947963249,150.8508379064428,21116200
2020-01-06,151.52732849121094,151.59403303057528,149.1262122356397,149.66932792275708,20813700
2020-01-07,150.14572143554688,152.13711630992105,149.89799290182077,151.8036372690105,21634100
2020-01-08,152.53729248046875,153.21380259511494,150.4982536880769,151.43201531179338,27746500
2020-01-09,154.44293212890625,154.56680365550426,153.43294301978545,154.20472660170185,21385000
2020-01-10,153.7283172607422,155.51962749773685,153.57586223229333,155.13850446552647,20725900
2020-01-13,155.57684326171875,155.605426771148,153.65213790629156,154.1285491153338,21626500
2020-01-14,154.4810791015625,155.8817289998893,154.09041848199348,155.68162992630803,23477400
2020-01-15,155.4815673828125,156.20572178218427,154.90035961961613,154.947989113118,21417900
2020-01-16,158.33045959472656,158.39716412587353,156.29142071509088,156.59633079076963,23865400
2020-01-17,159.21661376953125,159.56915337167442,157.62538771805643,159.52150934840557,34371700
2020-01-21,158.64488220214844,160.255153903279,158.57817767539785,158.8163832042299,29517200
2020-01-22,157.88258361816406,159.58814293606275,157.86352310954788,159.50237791674397,24138800
2020-01-23,158.8544921875,158.93071969561666,157.47290313279794,158.3494976677738,19680800
2020-01-24,157.25379943847656,159.62633240231318,156.69163772275695,159.60727188378766,24918100
2020-01-27,154.62400817871094,155.67211856832188,152.64213596675623,153.54731428201197,32078100
2020-01-28,157.6540069580078,157.93984205821909,155.3767619131864,156.05325770224184,24899900
2020-01-29,160.1122283935547,160.78873852015346,157.87310505454732,159.92166687049843,34754500
2020-01-30,164.62863159179688,165.83871995253386,162.73251002961166,165.83871995253386,51597500
2020-01-31,162.19891357421875,164.26653593393684,161.5795849806354,164.0855119347184,36142700
2020-02-03,166.15313720703125,166.26747121673395,162.36089444421407,162.38947794663974,30107000
2020-02-04,171.622314453125,172.11778602310363,167.9920645264514,168.78290862542698,36433300
2020-02-05,171.41270446777344,175.50984275197817,169.9930087236382,175.34786472595192,39186300
2020-02-06,174.96673583984375,175.14777437434506,171.56515378988675,172.43222543464978,27751400
2020-02-07,175.21444702148438,176.87236263033205,173.87096443529285,174.22351848191923,33529100
2020-02-10,179.79754638671875,179.93094091327686,174.60466830003907,174.91910137097884,35844300
2020-02-11,175.7385711669922,181.7032343397443,174.84291575732206,181.65559031050125,53159900
2020-02-12,175.9958038330078,177.08202061421943,173.2707316220504,176.8247545363522,47062900
2020-02-13,175.04295349121094,177.4440547028916,174.24257188173937,174.4426709188351,35295800
2020-02-14,176.6055908203125,176.6627578229254,174.03295939143354,174.60465849538713,23149500
2020-02-18,178.39688110351562,178.84470866214195,176.74850291007436,176.85331392462334,27792200
2020-02-19,178.93194580078125,179.7918222433081,178.15805408678213,179.67717593860445,29997500
2020-02-20,176.19944763183594,178.9033016844323,173.02744473692812,178.61667131607516,36862400
2020-02-21,170.62930297851562,175.32044201019235,169.34903730957274,175.00515009256466,48572600
2020-02-24,163.27255249023438,166.7694109498898,155.9539946198848,160.29163161505338,68311100
2020-02-25,160.57823181152344,167.0464463520378,160.17694061961805,166.4349751443764,68073300
2020-02-26,162.58460998535156,165.53686863762786,160.71198584638833,162.14512281296396,56206100
2020-02-27,151.12908935546875,159.58460475023864,150.93800730931096,156.03998687134066,93174900
2020-02-28,154.7883758544922,156.4126097745055,145.2245782829779,145.6163059732694,97012700
2020-03-02,165.0878448486328,165.21205473784656,155.07499702232786,157.94127142356453,71030800
2020-03-03,157.1768798828125,167.19928817667807,155.02717474911236,166.05278168776218,71677000
2020-03-04,162.94769287109375,163.0910007511262,158.23744130615754,160.97952023265017,49814400
2020-03-05,158.85848999023438,163.2534354451266,158.3043418414081,158.64829536210627,47817300
2020-03-06,154.36793518066406,155.83928241713085,149.04621400344445,155.36157019276084,72821100
2020-03-09,143.9060821533203,150.7182658054396,143.31372342831023,144.26914825116563,70419300
2020-03-10,153.7469482421875,153.8520455473004,145.77870936639837,151.10998119384263,65354400
2020-03-11,146.7819061279297,150.67047720325453,144.41244229780665,150.12589268732367,56371600
2020-03-12,132.8613739013672,146.62904913568383,132.4027740671427,138.82323006078877,93226400
2020-03-13,151.7501220703125,154.6928321908884,134.45692743443067,140.92515738418072,92727400
2020-03-16,129.38363647460938,142.6927127341317,128.98235977142238,133.759484207401,87905900
2020-03-17,140.0365753173828,140.92511310054996,128.9823069055881,133.75942938357286,81059800
2020-03-18,134.14161682128906,139.49200076424364,129.00144204905686,131.8486034620933,81593200
2020-03-19,136.3486328125,143.45697863807555,132.80400160681853,136.4059559482402,85922700
2020-03-20,131.22756958007812,140.54295907078898,129.803981732681,139.4919862198754,84866200
2020-03-23,129.91868591308594,134.30409769204573,126.61292361540984,130.9027724853966,78975200
2020-03-24,141.72769165039062,142.93153606152444,134.97284683336954,137.34229592629205,82516700
2020-03-25,140.3709716796875,147.45067102057814,138.00152290229354,142.27227176275815,75638200
2020-03-26,149.15133666992188,149.67682312192036,141.75634492932605,141.78500650137846,64568100
2020-03-27,143.02708435058594,147.98574121163722,142.5493719682669,144.98570803381887,57042300
